"block","dataset","cell_id","cell_label","cell_count"
"https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.GVTL.683","https://purl.org/ccf/ASCTB-TEMP_proximal-tubule-epithelial-segment-3","Proximal Tubule Epithelial Segment 3","785"
"https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.GVTL.683","https://purl.org/ccf/ASCTB-TEMP_renin-positive-juxtaglomerular-granular","Renin-positive Juxtaglomerular Granular","1"
"https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.GVTL.683","https://purl.org/ccf/ASCTB-TEMP_schwann-neural","Schwann / Neural","20"
"https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.GVTL.683","https://purl.org/ccf/ASCTB-TEMP_t","T","1"
"https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.GVTL.683","https://purl.org/ccf/ASCTB-TEMP_vascular-smooth-muscle-pericyte","Vascular Smooth Muscle / Pericyte","22"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_afferent-efferent-arteriole-endothelial","Afferent / Efferent Arteriole Endothelial","7"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_b","B","48"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_classical-dendritic","Classical Dendritic","12"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_connecting-tubule","Connecting Tubule","199"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_connecting-tubule-intercalated-type-a","Connecting Tubule Intercalated Type A","2"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_connecting-tubule-principal","Connecting Tubule Principal","161"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_cortical-collecting-duct-intercalated-type-a","Cortical Collecting Duct Intercalated Type A","289"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_cortical-collecting-duct-principal","Cortical Collecting Duct Principal","284"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_cortical-thick-ascending-limb","Cortical Thick Ascending Limb","227"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_cortical-vascular-smooth-muscle-pericyte","Cortical Vascular Smooth Muscle / Pericyte","8"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_cycling-mononuclear-phagocyte","Cycling Mononuclear Phagocyte","3"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_descending-thin-limb-type-1","Descending Thin Limb Type 1","5"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_descending-thin-limb-type-2","Descending Thin Limb Type 2","2"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial","Descending Vasa Recta Endothelial","3"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_distal-convoluted-tubule-type-1","Distal Convoluted Tubule Type 1","343"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_distal-convoluted-tubule-type-2","Distal Convoluted Tubule Type 2","12"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_fibroblast","Fibroblast","86"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_glomerular-capillary-endothelial","Glomerular Capillary Endothelial","87"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_inner-medullary-collecting-duct","Inner Medullary Collecting Duct","4"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_intercalated-type-b","Intercalated Type B","168"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_lymphatic-endothelial","Lymphatic Endothelial","24"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_macula-densa","Macula Densa","79"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_mast","Mast","26"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_medullary-thick-ascending-limb","Medullary Thick Ascending Limb","1"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_mesangial","Mesangial","13"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_monocyte","Monocyte","4"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_monocyte-derived","Monocyte-derived","51"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_natural-killer-natural-killer-t","Natural Killer / Natural Killer T","16"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_outer-medullary-collecting-duct-principal","Outer Medullary Collecting Duct Principal","2"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_papillary-tip-epithelial","Papillary Tip Epithelial","1"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_parietal-epithelial","Parietal Epithelial","45"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial","Peritubular Capilary Endothelial","159"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_plasma","Plasma","15"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_plasmacytoid-dendritic","Plasmacytoid Dendritic","11"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_podocyte","Podocyte","93"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_proximal-tubule-epithelial-segment-1","Proximal Tubule Epithelial Segment 1","633"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_proximal-tubule-epithelial-segment-2","Proximal Tubule Epithelial Segment 2","89"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_proximal-tubule-epithelial-segment-3","Proximal Tubule Epithelial Segment 3","227"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_schwann-neural","Schwann / Neural","4"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_t","T","253"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_tissue-resident-macrophage","Tissue-resident Macrophage","97"
"https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.LTFK.379","https://purl.org/ccf/ASCTB-TEMP_vascular-smooth-muscle-pericyte","Vascular Smooth Muscle / Pericyte","18"
"https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.SKND.632","https://purl.org/ccf/ASCTB-TEMP_afferent-efferent-arteriole-endothelial","Afferent / Efferent Arteriole Endothelial","2"
"https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.SKND.632","https://purl.org/ccf/ASCTB-TEMP_ascending-thin-limb","Ascending Thin Limb","1"
"https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.SKND.632","https://purl.org/ccf/ASCTB-TEMP_ascending-vasa-recta-endothelial","Ascending Vasa Recta Endothelial","5"
"https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.SKND.632","https://purl.org/ccf/ASCTB-TEMP_classical-dendritic","Classical Dendritic","8"
"https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.SKND.632","https://purl.org/ccf/ASCTB-TEMP_connecting-tubule","Connecting Tubule","460"
"https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.SKND.632","https://purl.org/ccf/ASCTB-TEMP_connecting-tubule-principal","Connecting Tubule Principal","2"
"https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.SKND.632","https://purl.org/ccf/ASCTB-TEMP_cortical-collecting-duct-intercalated-type-a","Cortical Collecting Duct Intercalated Type A","230"
"https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.SKND.632","https://purl.org/ccf/ASCTB-TEMP_cortical-collecting-duct-principal","Cortical Collecting Duct Principal","515"
"https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.SKND.632","https://purl.org/ccf/ASCTB-TEMP_cortical-vascular-smooth-muscle-pericyte","Cortical Vascular Smooth Muscle / Pericyte","89"
"https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.SKND.632","https://purl.org/ccf/ASCTB-TEMP_descending-thin-limb-type-1","Descending Thin Limb Type 1","1445"
"https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.SKND.632","https://purl.org/ccf/ASCTB-TEMP_descending-thin-limb-type-2","Descending Thin Limb Type 2","30"
"https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.SKND.632","https://purl.org/ccf/ASCTB-TEMP_descending-thin-limb-type-3","Descending Thin Limb Type 3","22"
"https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.SKND.632","https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial","Descending Vasa Recta Endothelial ","102"
"https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.SKND.632","https://purl.org/ccf/ASCTB-TEMP_fibroblast","Fibroblast","1228"
"https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.SKND.632","https://purl.org/ccf/ASCTB-TEMP_inner-medullary-collecting-duct","Inner Medullary Collecting Duct","11199"
"https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.SKND.632","https://purl.org/ccf/ASCTB-TEMP_intercalated-type-b","Intercalated Type B","62"
"https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.SKND.632","https://purl.org/ccf/ASCTB-TEMP_lymphatic-endothelial","Lymphatic Endothelial","1"
"https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.SKND.632","https://purl.org/ccf/ASCTB-TEMP_m2-macrophage","M2 Macrophage","33"
"https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.SKND.632","https://purl.org/ccf/ASCTB-TEMP_mast","Mast","1"
"https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.SKND.632","https://purl.org/ccf/ASCTB-TEMP_medullary-fibroblast","Medullary Fibroblast","1251"
"https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.SKND.632","https://purl.org/ccf/ASCTB-TEMP_non-classical-monocyte","Non-classical monocyte","3"
"https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.SKND.632","https://purl.org/ccf/ASCTB-TEMP_papillary-tip-epithelial","Papillary Tip Epithelial","2281"
"https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.SKND.632","https://purl.org/ccf/ASCTB-TEMP_parietal-epithelial","Parietal Epithelial","82"
"https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.SKND.632","https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial","Peritubular Capilary Endothelial ","183"
"https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.SKND.632","https://purl.org/ccf/ASCTB-TEMP_renin-positive-juxtaglomerular-granular","Renin-positive Juxtaglomerular Granular","1"
"https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.SKND.632","https://purl.org/ccf/ASCTB-TEMP_t","T","1"
"https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM537.SKND.632","https://purl.org/ccf/ASCTB-TEMP_vascular-smooth-muscle-pericyte","Vascular Smooth Muscle / Pericyte","6"
"https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM552.PBBF.363","https://purl.org/ccf/ASCTB-TEMP_afferent-efferent-arteriole-endothelial","Afferent / Efferent Arteriole Endothelial","10"
"https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM552.PBBF.363","https://purl.org/ccf/ASCTB-TEMP_ascending-thin-limb","Ascending Thin Limb","1381"
"https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM552.PBBF.363","https://purl.org/ccf/ASCTB-TEMP_ascending-vasa-recta-endothelial","Ascending Vasa Recta Endothelial","367"
"https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM552.PBBF.363","https://purl.org/ccf/ASCTB-TEMP_b","B","1"
"https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM552.PBBF.363","https://purl.org/ccf/ASCTB-TEMP_classical-dendritic","Classical Dendritic","3"
"https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM552.PBBF.363","https://purl.org/ccf/ASCTB-TEMP_connecting-tubule","Connecting Tubule","4936"
"https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM552.PBBF.363","https://purl.org/ccf/ASCTB-TEMP_connecting-tubule-intercalated-type-a","Connecting Tubule Intercalated Type A","8"
"https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM552.PBBF.363","https://purl.org/ccf/ASCTB-TEMP_connecting-tubule-principal","Connecting Tubule Principal","16"
"https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM552.PBBF.363","https://purl.org/ccf/ASCTB-TEMP_cortical-collecting-duct-intercalated-type-a","Cortical Collecting Duct Intercalated Type A","105"
"https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM552.PBBF.363","https://purl.org/ccf/ASCTB-TEMP_cortical-collecting-duct-principal","Cortical Collecting Duct Principal","497"
"https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM552.PBBF.363","https://purl.org/ccf/ASCTB-TEMP_cortical-thick-ascending-limb","Cortical Thick Ascending Limb","1464"
"https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM552.PBBF.363","https://purl.org/ccf/ASCTB-TEMP_cortical-vascular-smooth-muscle-pericyte","Cortical Vascular Smooth Muscle / Pericyte","38"
"https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM552.PBBF.363","https://purl.org/ccf/ASCTB-TEMP_descending-thin-limb-type-1","Descending Thin Limb Type 1","329"
"https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM552.PBBF.363","https://purl.org/ccf/ASCTB-TEMP_descending-thin-limb-type-2","Descending Thin Limb Type 2","591"
"https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM552.PBBF.363","https://purl.org/ccf/ASCTB-TEMP_descending-thin-limb-type-3","Descending Thin Limb Type 3","21"
"https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM552.PBBF.363","https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial","Descending Vasa Recta Endothelial ","46"
"https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM552.PBBF.363","https://purl.org/ccf/ASCTB-TEMP_distal-convoluted-tubule-type-1","Distal Convoluted Tubule Type 1","1608"
